system:index,iso3,area_strict,area_nonstrict,area_unknown,area_total_pa,nat_pop_gh_20,nat_pop_wp_20,area_strict_confirmed2020,area_nonstrict_confirmed2020,area_unknown_confirmed2020,nat_pop_gh_20_confirmed2020,nat_pop_wp_20_confirmed2020,nat_pop_gh_00,nat_pop_wp_00,count_nonstrict,count_strict,count_total,count_unknown,.geo
0,MRT,5456.556884765625,0,557.67376708984375,6014.230651855469,4478445.65234375,4441484,5456.556884765625,0,557.67376708984375,4478445.65234375,4441484,2678077.595703125,2490179.087890625,0,1,4,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
