system:index,iso3,area_strict,area_nonstrict,area_unknown,area_total_pa,nat_pop_gh_20,nat_pop_wp_20,area_strict_confirmed2020,area_nonstrict_confirmed2020,area_unknown_confirmed2020,nat_pop_gh_20_confirmed2020,nat_pop_wp_20_confirmed2020,nat_pop_gh_00,nat_pop_wp_00,count_nonstrict,count_strict,count_total,count_unknown,.geo
0,SWZ,694.3045673370361,17.10363245010376,3.7998324632644653,715.2080322504044,1180263.734375,1090010.71875,694.3045673370361,17.10363245010376,3.7998324632644653,1180263.734375,1090010.71875,1028083.421875,977059.9375,2,6,13,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
