iso3,adm_level,adm_name,adm_id,source,scenario,pop_year,count_strict,count_nonstrict,count_unknowncat,pop_total,pop_strict,pop_strict10,pop_nonstrict,pop_nonstrict10,pop_unknowncat,pop_unknowncat10,area_strict,area_strict10,area_nonstrict,area_nonstrict10,area_unknowncat,area_unknowncat10
UZB,1,Andijan Region,4885205B10194269353937,GHSL,All_2020_Fixed,2020,1,0,0,3065979.25,0,3326.8388671875,0,0,0,0,0,73.02751159667969,0,0,0,0
UZB,1,Namangan Region,4885205B52900409035974,GHSL,All_2020_Fixed,2020,5,0,0,2775447,21.045269012451172,128952.4140625,0,0,0,0,21.58072280883789,1246.96728515625,0,0,0,0
UZB,1,Fergana Region,4885205B77081451230863,GHSL,All_2020_Fixed,2020,2,0,0,3816631.5,65.868133544921875,7613.73828125,0,0,0,0,19.27682113647461,279.7334899902344,0,0,0,0
UZB,1,Republic of Karakalpakstan,4885205B61406292800140,GHSL,All_2020_Fixed,2020,1,1,1,1807029.75,87.727935791015625,6.319065570831299,5.698884963989258,234.45420837402344,46762.546875,163424.6875,6710.49755859375,3454.203369140625,579.4385986328125,1471.849853515625,198.08872985839844,776.4774169921875
UZB,1,Xorazm Region,4885205B19700274577063,GHSL,All_2020_Fixed,2020,1,0,1,1841879.5,0.3185254633426666,499.0108642578125,0,0,0,150967.015625,22.477497100830078,311.2302551269531,0,0,0.17557170987129211,480.3635559082031
UZB,1,Navoiy Region,4885205B99988496879040,GHSL,All_2020_Fixed,2020,1,5,0,890352,0,1686.2205810546875,91.83080291748047,41763.3046875,0,0,0,152.79684448242188,446.94012451171875,1546.9747314453125,0,0
UZB,1,Surxondaryo Region,4885205B83157789420886,GHSL,All_2020_Fixed,2020,2,0,0,2559697.5,87.58119201660156,9230.7099609375,0,0,0,0,163.78741455078125,1335.8131103515625,0,0,0,0
UZB,1,Samarqand Region,4885205B88950770616501,GHSL,All_2020_Fixed,2020,2,4,0,3816882,190.40834045410156,301690.40625,11667.037109375,73831.5703125,0,0,28.167848587036133,898.75225830078125,358.08294677734375,2042.3280029296875,0,0
UZB,1,Tashkent Region,4885205B31052891590801,GHSL,All_2020_Fixed,2020,2,0,2,3319403,16175.337890625,165213.78125,0,0,53.76183319091797,228581.640625,4949.40771484375,2052.09130859375,0,0,0.24605946242809296,340.5877685546875
UZB,1,Sirdaryo Region,4885205B28875075161645,GHSL,All_2020_Fixed,2020,0,0,0,812128.4375,0,0,0,0,0,0,0,0,0,0,0,0
UZB,1,Jizzakh Region,4885205B95489449998794,GHSL,All_2020_Fixed,2020,4,2,0,1339228.875,463.9570617675781,50399.2578125,171.0904083251953,9364.2470703125,0,0,660.85101318359375,1617.5174560546875,673.8316650390625,1586.09765625,0,0
UZB,1,Bukhara Region,4885205B6498512583322,GHSL,All_2020_Fixed,2020,4,7,0,1969835.5,35.5391845703125,280670.03125,47.51768112182617,100517.09375,0,0,1.5434741973876953,1036.3243408203125,714.214111328125,5139.7626953125,0,0
UZB,1,Qashqadaryo Region,4885205B24593429876046,GHSL,All_2020_Fixed,2020,3,4,0,3241124.75,36.1829719543457,22916.4609375,8355.7265625,135713.796875,0,0,886.8001708984375,1436.451904296875,2458.598876953125,2595.48291015625,0,0
UZB,1,Tashkent,4885205B91155372132343,GHSL,All_2020_Fixed,2020,0,0,1,2229804.25,0,0,0,0,0,231536.65625,0,0,0,0,0,73.0335693359375
