system:index,adm_level,adm_name,country_area_km2,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
2_0000000000000000007e,0,Zambia,753965.8344473313,537928.2160326043,543527.1216096394,287030.3996059117,293472.21592252026,544,561,1451118.9921031243,6195472.852688704,8348620.883190105,2613930.0847305446,1.1718050877042666E7,1.6109592736677784E7,ZMB,"{""type"":""MultiPoint"",""coordinates"":[]}"
