system:index,adm_level,adm_name,country_area_km2,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
2_0001000000000000000f,0,Solomon Is,28115.468784644094,602.785124981221,3254.61923916985,275.78032723917454,420.9118792703531,3,25,338.7135099466059,6810.817146798496,282601.4871635115,1145.1111339487543,38123.38786558515,473376.74767850846,SLB,"{""type"":""MultiPoint"",""coordinates"":[]}"
