system:index,adm1_name,adm_level,pa_area_2000_km2,pa_area_2020_km2,pop2000_in_pa,pop2020_in_pa,shapeGroup,.geo
000000000000000003e7,Gaza Strip,1,0.12445947952665441,0.12445947952665441,117.1449276007858,97.28891879063028,118,"{""type"":""MultiPoint"",""coordinates"":[]}"
