system:index,adm_level,adm_name,country_area_km2,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
2_00000000000000000026,0,Philippines,293575.34780938807,88836.94444359424,160327.46124828875,25415.491547321795,46801.94581108978,129,237,2405625.7125041746,2.4126277798618864E7,6.638723596722651E7,4683299.391053662,5.2626815290400684E7,9.03344935688436E7,PHL,"{""type"":""MultiPoint"",""coordinates"":[]}"
