system:index,adm_level,adm_name,country_area_km2,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
2_0000000000000000002a,0,Rwanda,25392.2946687261,7538.521523435265,10497.052369889756,2214.072179613688,2371.57472374062,11,15,19756.372296810383,1437498.46895249,6684887.447634204,80304.66299886083,3662575.3138689785,1.1635824864608018E7,RWA,"{""type"":""MultiPoint"",""coordinates"":[]}"
