system:index,adm_level,adm_name,country_area_km2,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
2_0000000000000000007f,0,Zimbabwe,391924.1526903642,149323.3977625128,195317.83394817874,69711.76320022943,110328.41780881376,124,233,430018.4440095959,3134573.974997978,9788608.278101508,1121517.0453724694,5295584.055772238,1.236956348946899E7,ZWE,"{""type"":""MultiPoint"",""coordinates"":[]}"
