system:index,adm_level,adm_name,country_area_km2,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
2_0001000000000000002b,0,El Salvador,20766.48218859011,1711.98125870926,16749.286177087306,20.144182910631084,1789.9049404133793,8,121,112.8071572090846,248197.53530673595,5966880.524171699,180010.6314641123,5686320.627926424,6303556.274653802,SLV,"{""type"":""MultiPoint"",""coordinates"":[]}"
