system:index,adm_level,adm_name,country_area_km2,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
2_0000000000000000004d,0,Burkina Faso,274414.1707169692,91500.89358277249,106483.30842795392,39016.568321983934,45524.96472647437,87,124,385541.0336560073,3669202.3590229056,1.1855165142665505E7,851577.6396309015,9183606.324006503,2.1485057228860095E7,BFA,"{""type"":""MultiPoint"",""coordinates"":[]}"
