iso3,source,scenario,pop_year,first_pop_total,second_pop_total,pop_total_abs_change,pop_total_pct_change,first_pop_inside_all,second_pop_inside_all,pop_inside_all_abs_change,pop_inside_all_pct_change,first_pop_inside_or_10km_all,second_pop_inside_or_10km_all,pop_inside_or_10km_all_abs_change,pop_inside_or_10km_all_pct_change,first_area_inside_all,second_area_inside_all,area_inside_all_abs_change,area_inside_all_pct_change,first_area_inside_or_10km_all,second_area_inside_or_10km_all,area_inside_or_10km_all_abs_change,area_inside_or_10km_all_pct_change,first_count_strict,second_count_strict,first_count_nonstrict,second_count_nonstrict,first_count_unknowncat,second_count_unknowncat
BGD,GHSL,Unknown_Year,2020,162342872.89512557,163635842,1292969.104874432,0.7964434051316177,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
COG,GHSL,Confirmed_2000,2000,3142646.13288572,3126836.875,-15809.257885720115,-0.5030556167392394,15857.494809523181,16370.235159397125,512.7403498739441,3.2334259353880985,1541751.4058687564,1502433.9511691928,-39317.45469956356,-2.550181212736349,31154.282563344666,31031.76638621092,-122.51617713374799,-0.3932562943301329,56852.319366883356,51918.074384868145,-4934.244982015211,-8.679056610115053,3,2,3,3,2,2
COG,GHSL,Confirmed_2020,2020,5669406.0882990295,5643848.820556641,-25557.26774238888,-0.45079268170851267,682486.8327314453,681463.643359188,-1023.1893722573295,-0.14992074911721393,4190626.2905099723,3951632.405012328,-238993.88549764408,-5.703058896921111,117198.85032512747,117639.16447365284,440.31414852537273,0.37569835139497887,180331.9645470397,167610.17119133472,-12721.793355704984,-7.054652450362728,5,2,3,3,8,6
COG,GHSL,Unknown_Year,2020,5669406.08829903,5643848.820556641,-25557.267742389813,-0.450792681708529,468.85880152881145,0,-468.85880152881145,-100,3145.038376033306,0,-3145.038376033306,-100,62.86871690942596,0,-62.86871690942596,-100,818.1726617942655,0,-818.1726617942655,-100,0,0,0,0,1,0
KGZ,GHSL,Confirmed_2000,2000,4951568.277061473,4927213.09375,-24355.183311472647,-0.49186806984566767,18542.47897015565,18823.987658143044,281.5086879873925,1.5181825927400763,836137.0690967226,801286.6101658344,-34850.45893088821,-4.168031799922123,4549.999555854459,5332.320869445801,782.321313591342,17.193876702355578,41370.64239511054,34206.912747621536,-7163.729647489003,-17.315973919553304,7,5,5,5,1,1
KGZ,GHSL,Confirmed_2020,2020,6493050.182479302,6468316.78125,-24733.4012293024,-0.3809211469833152,27234.462300567855,27055.95320892334,-178.50909164451514,-0.6554529686484507,1079732.6515849845,1022219.197653532,-57513.453931452474,-5.326638390255781,4755.9905367803785,5332.320869445801,576.3303326654222,12.117987372102208,44279.41099207552,34206.912747621536,-10072.498244453986,-22.747588594294115,7,5,5,5,2,1
KGZ,GHSL,Unknown_Year,2020,6493050.182479302,6468316.78125,-24733.4012293024,-0.3809211469833152,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
MNG,GHSL,Confirmed_2000,2000,2444512.49274915,2443637.494140625,-874.9986085249111,-0.035794401178979834,39608.27378514049,40300.65079116821,692.3770060277238,1.7480615534612802,884940.4663602522,922324.2710266113,37383.804666359094,4.224442896155281,218574.02725685027,219207.6033821106,633.5761252603261,0.28986798349824033,394237.8421021731,357449.7591890972,-36788.082913075865,-9.331443860617936,9,9,3,3,2,2
MNG,GHSL,Confirmed_2020,2020,3286437.218544357,3285765.095703125,-672.1228412319906,-0.020451412777320304,62917.138635743526,63861.811544537544,944.6729087940184,1.5014556117422435,1786997.1034124417,1867796.6818209887,80799.57840854698,4.521528224878063,286295.70620596834,286374.53713417053,78.83092820219463,0.027534792347001416,548851.9283480139,487695.4592357408,-61156.46911227307,-11.142617152926393,11,10,6,6,4,2
MNG,GHSL,Unknown_Year,2020,3286437.218544357,3285765.095703125,-672.1228412319906,-0.020451412777320304,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
SEN,GHSL,Confirmed_2000,2000,9678149.041523118,9704965.4375,26816.395976882428,0.2770818661897993,116844.37247228235,119236.71487957239,2392.342407290038,2.0474605294812513,1550766.884402988,1249884.1721809022,-300882.7122220858,-19.402188378424086,21801.195915935725,21853.419820308685,52.22390437296053,0.23954605322723205,41133.616398990474,37113.50700521469,-4020.1093937757832,-9.773294316700165,2,2,2,2,4,3
SEN,GHSL,Confirmed_2020,2020,16383300.32595003,16430190.796875,46890.47092496976,0.286208944425553,179096.46555648465,205867.0050048828,26770.539448398165,14.947553188845646,5695753.931632856,5080374.935993671,-615378.9956391845,-10.804171019775216,23063.32033851125,23063.367287039757,0.04694852850661846,2.035636145079404e-4,47738.438003605086,42388.01620614529,-5350.4217974598,-11.20778563608585,2,2,9,6,4,3
SEN,GHSL,Unknown_Year,2020,16383300.32595003,16430190.796875,46890.47092496976,0.286208944425553,250895.99067164274,251535.47695922852,639.4862875857798,0.25488103092994424,6067911.978262126,5183642.948150635,-884269.0301114917,-14.572871743679277,27006.455107710954,27018.947967529297,12.492859818343277,0.04625879171671177,88566.3317922359,80647.63390922546,-7918.697883010434,-8.940979854044967,0,0,1,1,20,20
SLE,GHSL,Confirmed_2000,2000,4551571.203097667,4557793.4375,6222.234402333386,0.13670519749528942,25268.644798058256,21840.872959136963,-3427.7718389212932,-13.5653172788463,1199985.1458283365,1131301.0785865784,-68684.06724175811,-5.723743121365578,2558.375104151779,2472.7189858872443,-85.6561182645346,-3.348067221477032,12511.426178133926,9898.263679834083,-2613.1624982998437,-20.886208023725043,4,4,2,1,5,5
SLE,GHSL,Confirmed_2020,2020,8167125.456221601,8182856.25,15730.793778399006,0.19261114406434773,80890.86039783762,75583.79925143719,-5307.061146400432,-6.56076733551755,2621993.341105666,2418053.500909686,-203939.84019597992,-7.778045695187796,3469.6326161009056,3386.1259207725525,-83.50669532835309,-2.4067878236110203,17089.239295125404,13744.4875395298,-3344.7517555956038,-19.572268243383267,4,4,3,2,7,7
SLE,GHSL,Unknown_Year,2020,8167125.456221601,8182856.25,15730.793778399006,0.19261114406434773,48517.22852000594,48768.36474609375,251.1362260878086,0.5176227780287436,1262586.495617842,1017899.0991210938,-244687.39649674832,-19.379852180108376,510.6308366218582,510.29139709472656,-0.33943952713161707,-0.06647454536377424,12494.573654077687,10672.088516235352,-1822.4851378423355,-14.586213089772418,0,0,0,0,13,13
STP,GHSL,Confirmed_2000,2000,139945.22957579847,141410.95556640625,1465.7259906077816,1.0473568802957312,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
STP,GHSL,Confirmed_2020,2020,211555.34634030252,213768.3857421875,2213.0394018849765,1.0460805837188052,99.77370165009052,106.42593383789063,6.652232187800109,6.6673202234489555,100726.22555330164,80777.70181274414,-19948.523740557503,-19.804696970404468,311.8583568187248,313.6310043334961,1.772647514771279,0.568414306050382,936.9028719179261,1193.0152053833008,256.1123334653747,27.33606024081123,0,0,0,0,1,1
STP,GHSL,Unknown_Year,2020,211555.3463403025,213768.3857421875,2213.0394018850056,1.046080583718819,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
TUN,GHSL,Confirmed_2000,2000,9879113.240811812,9880402.6484375,1289.40762568824,0.013051855913155656,7317.820741477482,7715.675920724869,397.85517924738633,5.436798649526069,3075962.25908857,2562547.4137136936,-513414.84537487617,-16.69119456384373,7452.658238366611,7468.936929896474,16.278691529862954,0.21842798917115958,27621.98476518288,23981.35516424477,-3640.6296009381076,-13.180188288015673,1,1,0,0,7,7
TUN,GHSL,Confirmed_2020,2020,12144375.984331219,12146088.859375,1712.8750437814742,0.014104265595790519,18223.37231034684,21679.581344604492,3456.209034257652,18.96580377878408,7550251.353048992,6770739.441452026,-779511.911596966,-10.324317365701717,11482.668102278132,11581.49756705761,98.82946477947735,0.8606838053593993,53500.025177518924,47168.82926261425,-6331.195914904674,-11.83400548672094,1,1,0,0,18,18
TUN,GHSL,Unknown_Year,2020,12144375.984331217,12146088.859375,1712.8750437833369,0.014104265595805859,123.5333632058464,131.5815463066101,8.048183100763708,6.514987442989665,285260.15315641375,264715.8721575737,-20544.280998840055,-7.20194558248562,82.81431042961776,82.85458028316498,0.04026985354721546,0.04862668461321067,2433.953349552643,2034.7473624944687,-399.2059870581743,-16.401546362075827,0,0,0,0,1,1
UGA,GHSL,Confirmed_2000,2000,24028559.62594026,24000128,-28431.625940259546,-0.11832430400682825,407485.65839398076,415490.54443359375,8004.886039612989,1.9644583495680727,20491002.874847166,19314960.696777344,-1176042.1780698225,-5.739310004750532,26786.20020144277,27641.916465759277,855.7162643165066,3.194616100384464,158519.32256179524,147143.65139770508,-11375.671164090163,-7.176204755515284,15,13,4,2,269,260
UGA,GHSL,Confirmed_2020,2020,44424808.17835191,44350879,-73929.17835190892,-0.16641417573511194,916278.0721236852,944064.4443359375,27786.372212252347,3.0325261574634257,38283819.37572758,35988295.47753906,-2295523.8981885165,-5.996068144767989,29261.41143370094,30414.49538040161,1153.08394670067,3.940629963504223,163274.8445303009,152249.53300094604,-11025.311529354862,-6.752608805766624,15,13,7,5,272,262
UGA,GHSL,Unknown_Year,2020,44424808.17835192,44350879,-73929.17835191637,-0.16641417573512868,13396.880825488362,13474.766204833984,77.88537934562191,0.5813695020518533,2299346.83726984,1823588.234954834,-475758.60231500585,-20.69103254034977,1061.9921134198084,1062.196160852909,0.20404743310064077,0.019213648625277528,8075.405731995046,6786.29754024744,-1289.1081917476058,-15.96338604560899,2,2,1,1,5,5
VUT,GHSL,Confirmed_2000,2000,145330.8225089503,182335.837890625,37005.01538167469,25.46260644702242,144.53011098156372,220.04635775089264,75.51624676932892,52.24949061234844,33452.057757091134,22824.48764193058,-10627.570115160554,-31.769555679748077,52.919544021295856,53.8938957862556,0.9743517649597422,1.841194558607013,1692.9359205585192,1443.9241387061775,-249.01178185234176,-14.708872251360221,1,1,1,1,3,3
VUT,GHSL,Confirmed_2020,2020,234348.65843599912,295684.3544921875,61335.696056188375,26.172838566916404,253.535309613339,388.8821461200714,135.34683650673242,53.38382125674993,61220.208287596346,46686.68866467476,-14533.519622921587,-23.739742201867326,52.919544021295856,54.134256195276976,1.2147121739811197,2.2953942564060945,1765.9345723566946,1566.5559252016246,-199.37864715506998,-11.29026240700373,1,1,1,1,3,3
VUT,GHSL,Unknown_Year,2020,234348.65843599912,295684.3544921875,61335.696056188375,26.172838566916404,371.1997293890728,371.0889322748408,-0.11079711423201388,-0.029848382275053317,94659.24024254408,106612.68439125922,11953.444148715134,12.627868254685952,398.03240132564133,398.0476818084717,0.015280482830348774,0.0038390047592752096,3026.118921063044,2695.7229137420654,-330.3960073209787,-10.918143534323297,0,0,0,0,3,3
YEM,GHSL,Confirmed_2000,2000,18569569.47720019,18609210.85546875,39641.37826855853,0.21347494521739133,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
