system:index,adm1_name,adm_level,pa_area_2000_km2,pa_area_2020_km2,pop2000_in_pa,pop2020_in_pa,shapeGroup,.geo
000000000000000003f0,West Bank,1,330.31393995891364,345.80664177577074,24724.793587377055,34904.13630885994,129,"{""type"":""MultiPoint"",""coordinates"":[]}"
