iso3,adm_level,adm_name,adm_id,source,scenario,pop_year,count_strict,count_nonstrict,count_unknowncat,pop_total,pop_strict,pop_strict10,pop_nonstrict,pop_nonstrict10,pop_unknowncat,pop_unknowncat10,area_strict,area_strict10,area_nonstrict,area_nonstrict10,area_unknowncat,area_unknowncat10
BOL,1,Beni,26024454B17172096462676,WP,Confirmed_2000,2000,0,3,16,354840.6875,0,0,1492.5662841796875,3649.720458984375,46346.4453125,102253.1953125,0,0,1466.645263671875,4008.03369140625,33046.37890625,16795.02734375
BOL,1,Beni,26024454B17172096462676,WP,Confirmed_2020,2020,0,3,18,475467.59375,0,0,1609.2032470703125,3784.616943359375,70729.1875,161155.296875,0,0,1466.645263671875,4008.03369140625,39367.5390625,20657.205078125
BOL,1,Beni,26024454B17172096462676,WP,Unknown_Year,2020,0,0,3,475467.59375,0,0,0,0,66856.3359375,56796.16015625,0,0,0,0,2371.59130859375,4968.76611328125
BOL,1,Chuquisaca,26024454B30905576957948,WP,Confirmed_2000,2000,0,0,3,524456.4375,0,0,0,0,71275.5234375,83282.8046875,0,0,0,0,677.70111083984375,1906.739013671875
BOL,1,Chuquisaca,26024454B30905576957948,WP,Confirmed_2020,2020,0,0,13,623865.3125,0,0,0,0,124740.09375,139762.71875,0,0,0,0,3927.31982421875,7324.72509765625
BOL,1,Chuquisaca,26024454B30905576957948,WP,Unknown_Year,2020,0,1,1,623865.3125,0,0,0,155.11009216308594,0,436.09710693359375,0,0,0,528.3310546875,0,113.13410186767578
BOL,1,Cochabamba,26024454B59884138823050,WP,Confirmed_2000,2000,0,0,15,1417190.125,0,0,0,0,230604.453125,786526.0625,0,0,0,0,13783.6220703125,12241.2392578125
BOL,1,Cochabamba,26024454B59884138823050,WP,Confirmed_2020,2020,0,0,26,2033679.25,0,0,0,0,643557.9375,1046541.125,0,0,0,0,16160.025390625,13374.244140625
BOL,1,Cochabamba,26024454B59884138823050,WP,Unknown_Year,2020,0,0,1,2033679.25,0,0,0,0,0,682.5794677734375,0,0,0,0,0,403.2681579589844
BOL,1,La Paz,26024454B78392246351569,WP,Confirmed_2000,2000,0,2,38,2312163.75,0,0,29398.8046875,164007.796875,190907.203125,959898.9375,0,0,2313.094970703125,3306.5654296875,26013.818359375,12292.638671875
BOL,1,La Paz,26024454B78392246351569,WP,Confirmed_2020,2020,0,2,42,3084523.75,0,0,22905.978515625,129525.1640625,194392.390625,1297716.875,0,0,2313.094970703125,3306.5654296875,26466.26953125,13199.7470703125
BOL,1,La Paz,26024454B78392246351569,WP,Unknown_Year,2020,0,0,7,3084523.75,0,0,0,0,53132.984375,1462374.75,0,0,0,0,23.34674835205078,1109.808349609375
BOL,1,Oruro,26024454B78289653685394,WP,Confirmed_2000,2000,0,0,4,383339.03125,0,0,0,0,103671.3203125,115466.0703125,0,0,0,0,1331.72900390625,2025.093505859375
BOL,1,Oruro,26024454B78289653685394,WP,Confirmed_2020,2020,0,0,5,593590.5625,0,0,0,0,184212.484375,180595.109375,0,0,0,0,1384.462890625,4818.19677734375
BOL,1,Oruro,26024454B78289653685394,WP,Unknown_Year,2020,0,0,0,593590.5625,0,0,0,0,0,0,0,0,0,0,0,0
BOL,1,Pando,26024454B66401228554177,WP,Confirmed_2000,2000,0,0,3,48896.12109375,0,0,0,0,1817.6800537109375,3948.024658203125,0,0,0,0,7409.69189453125,4120.8671875
BOL,1,Pando,26024454B66401228554177,WP,Confirmed_2020,2020,0,0,4,192907.921875,0,0,0,0,5534.67724609375,16295.4326171875,0,0,0,0,8125.3046875,4781.48095703125
BOL,1,Pando,26024454B66401228554177,WP,Unknown_Year,2020,0,0,1,192907.921875,0,0,0,0,48051.05078125,24327.701171875,0,0,0,0,43.397491455078125,231.08583068847656
BOL,1,Potosí,26024454B37550803023778,WP,Confirmed_2000,2000,0,0,6,697417.8125,0,0,0,0,4373.32568359375,9714.6201171875,0,0,0,0,8668.6728515625,5274.1083984375
BOL,1,Potosí,26024454B37550803023778,WP,Confirmed_2020,2020,0,0,6,935913.3125,0,0,0,0,6121.8037109375,13782.5556640625,0,0,0,0,8668.6728515625,5274.1083984375
BOL,1,Potosí,26024454B37550803023778,WP,Unknown_Year,2020,0,0,0,935913.3125,0,0,0,0,0,0,0,0,0,0,0,0
BOL,1,Santa Cruz,26024454B26939592883549,WP,Confirmed_2000,2000,0,0,19,1953610.5,0,0,0,0,55557.54296875,431044.65625,0,0,0,0,114129.375,32184.3046875
BOL,1,Santa Cruz,26024454B26939592883549,WP,Confirmed_2020,2020,0,0,38,3248356,0,0,0,0,127344.1328125,870013.1875,0,0,0,0,124936.1484375,44311.234375
BOL,1,Santa Cruz,26024454B26939592883549,WP,Unknown_Year,2020,0,0,6,3248356,0,0,0,0,1257480.5,595391.5625,0,0,0,0,9061.294921875,8836.712890625
BOL,1,Tarija,26024454B43037921046937,WP,Confirmed_2000,2000,0,0,6,380491.28125,0,0,0,0,32011.03515625,201394.984375,0,0,0,0,4897.51611328125,8267.3681640625
BOL,1,Tarija,26024454B43037921046937,WP,Confirmed_2020,2020,0,0,8,565880.25,0,0,0,0,146377.859375,244037.0625,0,0,0,0,5059.71826171875,9009.462890625
BOL,1,Tarija,26024454B43037921046937,WP,Unknown_Year,2020,0,1,2,565880.25,0,0,918.82989501953125,591.32843017578125,447.1983642578125,5389.49462890625,0,0,1311.4765625,782.66937255859375,111.72803497314453,950.17938232421875
