system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,181204.5625,15115.34765625,200584.5625,4264.6552734375,6,4,16,6,NER,11593893,24277548,10555894,23794108,"{""type"":""MultiPoint"",""coordinates"":[]}"
