system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,17.167213439941406,477.8822326660156,517.874267578125,22.82480239868164,2,5,12,5,SWZ,1028082.875,1180263.5,977043.5625,1089992.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
