system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,826.424560546875,2647.603759765625,7490.24462890625,4016.21630859375,20,17,39,2,BGD,126278656,163635840,116745360,158489120,"{""type"":""MultiPoint"",""coordinates"":[]}"
