system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,6.819124698638916,0,1755.437255859375,1748.6181640625,1,0,15,14,SLB,269809.0625,445591.96875,234878.9375,407756,"{""type"":""MultiPoint"",""coordinates"":[]}"
