system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,18102.0703125,16084.8056640625,34896.97265625,711.56036376953125,191,61,254,2,GHA,19708146,32237274,18781704,32808470,"{""type"":""MultiPoint"",""coordinates"":[]}"
