system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,0,11875.5966796875,12723.583984375,847.98779296875,0,1,4,3,MRT,2678077.5,4478445.5,2490179,4441484,"{""type"":""MultiPoint"",""coordinates"":[]}"
