system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,0,0,0,0,0,0,0,0,FSM,95568.2421875,96656.90625,83547.140625,85363.4296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
