system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,5039.7314453125,9483.03125,14532.5595703125,9.797202110290527,10,6,17,1,BTN,800413.875,995070.6875,574684.3125,828124.1875,"{""type"":""MultiPoint"",""coordinates"":[]}"
