system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,0,0,124.82034301757812,124.82034301757812,0,0,7,7,CPV,453494.65625,577877.75,446854.5,533034.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
