system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,4333.412109375,8608.21484375,27137.751953125,14196.1240234375,3,2,28,23,BEN,6885925,12442913,6223864.5,12839377,"{""type"":""MultiPoint"",""coordinates"":[]}"
