system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,2464.80224609375,423.7837829589844,58626.08203125,55737.61328125,1,2,109,106,GIN,8325927.5,13190845,7682665.5,12265694,"{""type"":""MultiPoint"",""coordinates"":[]}"
