system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,848.37420654296875,0,17571.087890625,16722.71484375,2,0,47,45,PNG,5270658,9390497,5117948.5,9144342,"{""type"":""MultiPoint"",""coordinates"":[]}"
