system:index,area_nonstrict,area_strict,area_total_pa,area_unknown,count_nonstrict,count_strict,count_total,count_unknown,iso3,nat_pop_gh_00,nat_pop_gh_20,nat_pop_wp_00,nat_pop_wp_20,.geo
0,0,0,71.291656494140625,71.291656494140625,0,0,1,1,STP,141410.953125,213768.421875,124894.625,200432.484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
