exposure_definition,pop_millions,pct_total
"Inside PAs only, all categories",60.82705623715484,2.4556683671039075
Inside strict PAs only,10.383982397224296,0.41921504466710713
Inside non-strict PAs only,18.964246508632733,0.7656116067106983
Inside unknown-category PAs only,31.47882733129781,1.2708417157261018
"Inside PAs or within 10 km, all categories",731.5202715193702,29.53243674429383
Inside or within 10 km of strict PAs,158.67320587038492,6.405846287278688
Inside or within 10 km of non-strict PAs,206.65907649338533,8.343099079809265
Inside or within 10 km of unknown-category PAs,366.18798915560006,14.783491377205879
