system:index,iso3,area_strict,area_nonstrict,area_unknown,area_total_pa,nat_pop_gh_20,nat_pop_wp_20,area_strict_confirmed2020,area_nonstrict_confirmed2020,area_unknown_confirmed2020,nat_pop_gh_20_confirmed2020,nat_pop_wp_20_confirmed2020,nat_pop_gh_00,nat_pop_wp_00,count_nonstrict,count_strict,count_total,count_unknown,.geo
0,NIC,7404.006872653961,15635.699531555176,413.90507966279984,23453.611483871937,6741236.0625,6847954.171875,7404.006872653961,15635.699531555176,413.90507966279984,6741236.0625,6847954.171875,5114757.5,4697069.3515625,64,10,79,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
