system:index,iso3,area_strict,area_nonstrict,area_unknown,area_total_pa,nat_pop_gh_20,nat_pop_wp_20,area_strict_confirmed2020,area_nonstrict_confirmed2020,area_unknown_confirmed2020,nat_pop_gh_20_confirmed2020,nat_pop_wp_20_confirmed2020,nat_pop_gh_00,nat_pop_wp_00,count_nonstrict,count_strict,count_total,count_unknown,.geo
0,MLI,2034.6318359375,46191.48280906677,34199.39375782013,82425.5084028244,21210124.359375,23043549.171875,2034.6318359375,46191.48280906677,34199.39375782013,21210124.359375,23043549.171875,11240915.609375,10312382.12890625,124,6,135,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
