system:index,iso3,area_strict,area_nonstrict,area_unknown,area_total_pa,nat_pop_gh_20,nat_pop_wp_20,area_strict_confirmed2020,area_nonstrict_confirmed2020,area_unknown_confirmed2020,nat_pop_gh_20_confirmed2020,nat_pop_wp_20_confirmed2020,nat_pop_gh_00,nat_pop_wp_00,count_nonstrict,count_strict,count_total,count_unknown,.geo
0,AFG,16587.64178085327,5210.067598104477,0,21797.70937895775,38895579.90625,30111458.8984375,16587.64178085327,5210.067598104477,0,38895579.90625,30111458.8984375,19572462.7421875,20054409.484375,6,3,9,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
