system:index,adm1_area_km2,adm1_name,adm_level,country_area_km2,country_name,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
1_00000000000000000063_00000000000000000671,7770.892410256014,Laâyoune-Sakia El Hamra,1,414215.761791893,Morocco,1054.9757897309207,3128.360026088602,250.24062266470816,1570.806420692009,1,3,188.15142484009266,480.3688009266467,9808.896368033878,585.1085432734998,3394.2550457885886,15420.68202204624,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_00000000000000000672,16157.508345891087,Tangier-Tetouan-Al Hoceima,1,414215.761791893,Morocco,121.31326512091739,5174.095973147286,0.11718611107536765,1071.8690448061604,2,10,13.760676757465392,52761.92507425397,2942402.53916758,44789.59029566581,2056122.3253596965,4021273.995584795,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_00000000000000000673,66109.32006832844,Oriental,1,414215.761791893,Morocco,0.0,1900.035710175691,0.0,99.70726104047941,0,4,0.0,0.0,2042544.1636746123,3066.358872220388,483056.99391460686,2499512.584451361,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_00000000000000000674,86089.28446578473,Drâa-Tafilalet,1,414215.761791893,Morocco,2146.5249515901205,15208.40518575136,682.5004590184606,2266.3896287719185,2,9,80.08528234809637,9609.896475166082,1461550.995549145,257839.9253572235,711121.5175967268,1756740.4438737184,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_00000000000000000675,53691.965643206124,Souss-Massa,1,414215.761791893,Morocco,4040.834354080286,4554.748928744777,1161.4840906753423,1214.6409574689387,3,5,11614.671536964517,914731.2907290062,2225514.5695020612,22842.52447089864,1483398.648795318,2979803.306313936,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_00000000000000000676,40810.52210605123,Guelmim-Oued Noun,1,414215.761791893,Morocco,0.0,2085.1837646366357,0.0,228.94267266798255,0,2,0.0,0.0,405296.0610140854,423.22936138510704,81378.6102301234,423379.59449423925,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_00000000000000000677,20297.356595418903,Casablanca-Settat,1,414215.761791893,Morocco,0.0,2106.7725957333314,0.0,99.61966901971101,0,3,0.0,0.0,5675846.629034371,3516.132275128014,1065875.7025608688,7584095.463441848,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_00000000000000000678,39021.41906969778,Marrakech-Safi,1,414215.761791893,Morocco,1133.394769671174,2854.1923159169164,213.2205624868234,316.55262193983947,1,5,53.3972669839859,34603.67193977535,3844529.677452285,7058.582095669328,250398.6055501062,4957388.055909396,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_00000000000000000679,17633.326576173928,Rabat-Salé-Kenitra,1,414215.761791893,Morocco,798.8788562369762,1138.467224665048,64.93102706805554,75.54159989813361,3,5,10748.034310360896,506084.52784045687,3851169.8777904855,15260.048416578004,786674.915808202,5063780.451144428,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_0000000000000000067a,38873.985429881075,Fez-Meknes,1,414215.761791893,Morocco,1563.6809440205996,5504.176872534559,146.15252393455665,1578.5508759586987,2,7,2751.2915840148926,265069.3597446177,3786719.7257607975,8754.579782427754,458487.4773955224,4620527.820271943,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_0000000000000000067b,27672.80372599259,Béni Mellal-Khénifra,1,414215.761791893,Morocco,0.0,5192.410034432173,0.0,535.9137039819036,0,5,0.0,0.0,2271990.976667661,17435.257604356855,90589.65513004846,2721004.3255052576,MAR,"{""type"":""MultiPoint"",""coordinates"":[]}"
