system:index,adm_level,adm_name,country_area_km2,pa_area10km_2000_km2,pa_area10km_2020_km2,pa_area_2000_km2,pa_area_2020_km2,pa_count_2000,pa_count_2020,pop2000_in_pa,pop2000_in_pa10,pop2000_total,pop2020_in_pa,pop2020_in_pa10,pop2020_total,shapeGroup,.geo
2_0000000000000000002a,0,Rwanda,25392.2946687261,7538.521523435267,10497.052369889754,2214.072179613688,2371.5747237406194,11,15,1402.792341196022,1699064.1849789002,8095034.070271226,23485.208358897737,4023186.199256781,1.3118387171727978E7,RWA,"{""type"":""MultiPoint"",""coordinates"":[]}"
